   Row     Odds(this row)  Evens(this row)	   Odd Percentage(this row)      Total Odds      Total Evens  	    Total Odds Percentage     
        40               16              24	0.4                                        354             466	0.4317073170731707
        41                4              37	0.0975609756097561                         358             503	0.41579558652729387
        42               20              22	0.47619047619047616                        378             525	0.4186046511627907
        43                8              35	0.18604651162790697                        386             560	0.4080338266384778
        44               30              14	0.6818181818181818                         416             574	0.4202020202020202
        45                8              37	0.17777777777777778                        424             611	0.4096618357487923
        46               16              30	0.34782608695652173                        440             641	0.4070305272895467
        47               16              31	0.3404255319148936                         456             672	0.40425531914893614
        48               32              16	0.6666666666666666                         488             688	0.41496598639455784
        49               23              26	0.46938775510204084                        511             714	0.41714285714285715
        50               47               3	0.94                                       558             717	0.4376470588235294
        51               17              34	0.3333333333333333                         575             751	0.4336349924585219
        52               16              36	0.3076923076923077                         591             787	0.4288824383164006
        53                8              45	0.1509433962264151                         599             832	0.4185883997204752
        54               24              30	0.4444444444444444                         623             862	0.41952861952861953
        55               31              24	0.5636363636363636                         654             886	0.42467532467532465
        56               32              24	0.5714285714285714                         686             910	0.4298245614035088
        57               51               6	0.8947368421052632                         737             916	0.4458560193587417
        58               14              44	0.2413793103448276                         751             960	0.43892460549386325
        59               29              30	0.4915254237288136                         780             990	0.4406779661016949
        60               46              14	0.7666666666666667                         826            1004	0.45136612021857925
        61               12              49	0.19672131147540983                        838            1053	0.44315177154944474
        62               31              31	0.5                                        869            1084	0.44495647721454173
        63               34              29	0.5396825396825397                         903            1113	0.4479166666666667
        64               40              24	0.625                                      943            1137	0.4533653846153846
        65                2              63	0.03076923076923077                        945            1200	0.4405594405594406
        66               30              36	0.45454545454545453                        975            1236	0.44097693351424694
        67               21              46	0.31343283582089554                        996            1282	0.437225636523266
        68               22              46	0.3235294117647059                        1018            1328	0.4339300937766411
        69               18              51	0.2608695652173913                        1036            1379	0.4289855072463768
        70               22              48	0.3142857142857143                        1058            1427	0.42575452716297785
        71               21              50	0.29577464788732394                       1079            1477	0.42214397496087636
        72               25              47	0.3472222222222222                        1104            1524	0.4200913242009132
        73               19              54	0.2602739726027397                        1123            1578	0.4157719363198815
        74               21              53	0.28378378378378377                       1144            1631	0.41225225225225226
        75                8              67	0.10666666666666667                       1152            1698	0.40421052631578946
        76               25              51	0.32894736842105265                       1177            1749	0.40225563909774437
        77               20              57	0.2597402597402597                        1197            1806	0.3986013986013986
        78               23              55	0.2948717948717949                        1220            1861	0.39597533268419344
        79               24              55	0.3037974683544304                        1244            1916	0.39367088607594936
        80               32              48	0.4                                       1276            1964	0.39382716049382716
        81               17              64	0.20987654320987653                       1293            2028	0.3893405600722674
        82               18              64	0.21951219512195122                       1311            2092	0.38524831031442847
        83               17              66	0.20481927710843373                       1328            2158	0.38095238095238093
        84               19              65	0.2261904761904762                        1347            2223	0.3773109243697479
        85               17              68	0.2                                       1364            2291	0.373187414500684
        86               19              67	0.22093023255813954                       1383            2358	0.3696872493985565
        87               18              69	0.20689655172413793                       1401            2427	0.365987460815047
        88               26              62	0.29545454545454547                       1427            2489	0.3644024514811032
        89               17              72	0.19101123595505617                       1444            2561	0.36054931335830215
        90               19              71	0.2111111111111111                        1463            2632	0.3572649572649573
        91               22              69	0.24175824175824176                       1485            2701	0.3547539417104634
        92               22              70	0.2391304347826087                        1507            2771	0.3522674146797569
        93               18              75	0.1935483870967742                        1525            2846	0.3488904140928849
        94               21              73	0.22340425531914893                       1546            2919	0.34624860022396414
        95               26              69	0.2736842105263158                        1572            2988	0.3447368421052632
        96               28              68	0.2916666666666667                        1600            3056	0.3436426116838488
        97               14              83	0.14432989690721648                       1614            3139	0.3395750052598359
        98               16              82	0.16326530612244897                       1630            3221	0.33601319315605027
        99               15              84	0.15151515151515152                       1645            3305	0.3323232323232323
       100               18              82	0.18                                      1663            3387	0.3293069306930693
       101               16              85	0.15841584158415842                       1679            3472	0.32595612502426713
       102               17              85	0.16666666666666666                       1696            3557	0.3228631258328574
       103                8              95	0.07766990291262135                       1704            3652	0.3181478715459298
       104               21              83	0.20192307692307693                       1725            3735	0.3159340659340659
       105                5             100	0.047619047619047616                      1730            3835	0.3108715184186882
       106               17              89	0.16037735849056603                       1747            3924	0.3080585434667607
       107               17              90	0.1588785046728972                        1764            4014	0.3052959501557632
       108               24              84	0.2222222222222222                        1788            4098	0.3037716615698267
       109               17              92	0.1559633027522936                        1805            4190	0.3010842368640534
       110               19              91	0.17272727272727273                       1824            4281	0.2987714987714988
       111               19              92	0.17117117117117117                       1843            4373	0.2964929214929215
       112               26              86	0.23214285714285715                       1869            4459	0.29535398230088494
       113               14              99	0.12389380530973451                       1883            4558	0.29234590902033847
       114               24              90	0.21052631578947367                       1907            4648	0.29092295957284514
       115               18              97	0.1565217391304348                        1925            4745	0.2886056971514243
       116               17              99	0.14655172413793102                       1942            4844	0.2861774241084586
       117               22              95	0.18803418803418803                       1964            4939	0.2845139794292337
       118               17             101	0.1440677966101695                        1981            5040	0.28215353938185445
       119               16             103	0.13445378151260504                       1997            5143	0.2796918767507003
       120               20             100	0.16666666666666666                       2017            5243	0.2778236914600551
       121               14             107	0.11570247933884298                       2031            5350	0.27516596667118276
       122               16             106	0.13114754098360656                       2047            5456	0.2728242036518726
       123               20             103	0.16260162601626016                       2067            5559	0.2710464201416208
       124               19             105	0.1532258064516129                        2086            5664	0.2691612903225806
       125                6             119	0.048                                     2092            5783	0.26565079365079364
       126               18             108	0.14285714285714285                       2110            5891	0.26371703537057867
       127               18             109	0.14173228346456693                       2128            6000	0.2618110236220472
       128               24             104	0.1875                                    2152            6104	0.2606589147286822
       129               13             116	0.10077519379844961                       2165            6220	0.25819916517590935
       130               14             116	0.1076923076923077                        2179            6336	0.2559013505578391
       131               14             117	0.10687022900763359                       2193            6453	0.2536433032616239
       132               15             117	0.11363636363636363                       2208            6570	0.25153793574846206
       133               13             120	0.09774436090225563                       2221            6690	0.24924250925822017
       134                8             126	0.05970149253731343                       2229            6816	0.24643449419568822
       135               15             120	0.1111111111111111                        2244            6936	0.24444444444444444
       136               19             117	0.13970588235294118                       2263            7053	0.24291541434091884
       137               13             124	0.0948905109489051                        2276            7177	0.24077012588596214
       138               15             123	0.10869565217391304                       2291            7300	0.23886977374622043
       139               15             124	0.1079136690647482                        2306            7424	0.23699897225077082
       140               15             125	0.10714285714285714                       2321            7549	0.23515704154002026
       141               14             127	0.09929078014184398                       2335            7676	0.233243432224553
       142               17             125	0.11971830985915492                       2352            7801	0.23165566827538658
       143               17             126	0.11888111888111888                       2369            7927	0.2300893550893551
       144               23             121	0.1597222222222222                        2392            8048	0.22911877394636015
       145               12             133	0.08275862068965517                       2404            8181	0.22711384034010393
       146               13             133	0.08904109589041095                       2417            8314	0.22523529959929178
       147               13             134	0.08843537414965986                       2430            8448	0.22338665195808052
       148               15             133	0.10135135135135136                       2445            8581	0.2217485942318157
       149               13             136	0.087248322147651                         2458            8717	0.2199552572706935
       150               15             135	0.1                                       2473            8852	0.2183664459161148
       151               15             136	0.09933774834437085                       2488            8988	0.21680027884280237
       152               19             133	0.125                                     2507            9121	0.21560027519779842
       153               13             140	0.08496732026143791                       2520            9261	0.21390374331550802
       154               15             139	0.09740259740259741                       2535            9400	0.21240050272308336
       155               15             140	0.0967741935483871                        2550            9540	0.2109181141439206
       156               18             138	0.11538461538461539                       2568            9678	0.20970112689857912
       157               13             144	0.08280254777070063                       2581            9822	0.20809481577037814
       158               17             141	0.10759493670886076                       2598            9963	0.20683066634822067
       159               17             142	0.1069182389937107                        2615           10105	0.2055817610062893
       160               22             138	0.1375                                    2637           10243	0.2047360248447205
       161               12             149	0.07453416149068323                       2649           10392	0.20312859443294226
       162               12             150	0.07407407407407407                       2661           10542	0.20154510338559417
       163                4             159	0.024539877300613498                      2665           10701	0.19938650306748465
       164               15             149	0.09146341463414634                       2680           10850	0.19807834441980784
       165               13             152	0.07878787878787878                       2693           11002	0.19664110989412195
       166               14             152	0.08433734939759036                       2707           11154	0.19529615467859462
       167               15             152	0.08982035928143713                       2722           11306	0.19404049044767607
       168               18             150	0.10714285714285714                       2740           11456	0.19301211608903918
       169                4             165	0.023668639053254437                      2744           11621	0.19101983988861818
       170               15             155	0.08823529411764706                       2759           11776	0.18981768145854833
       171               15             156	0.08771929824561403                       2774           11932	0.18863049095607234
       172               17             155	0.09883720930232558                       2791           12087	0.18759241833579782
       173                6             167	0.03468208092485549                       2797           12254	0.18583482825061456
       174               17             157	0.09770114942528736                       2814           12411	0.18482758620689654
       175               18             157	0.10285714285714286                       2832           12568	0.1838961038961039
       176               21             155	0.11931818181818182                       2853           12723	0.18316640986132512
       177               11             166	0.062146892655367235                      2864           12889	0.1818066400050784
       178               12             166	0.06741573033707865                       2876           13055	0.1805285292825309
       179                4             175	0.0223463687150838                        2880           13230	0.1787709497206704
       180               10             170	0.05555555555555555                       2890           13400	0.17740945365254757
       181               13             168	0.0718232044198895                        2903           13568	0.17624916519944145
       182               14             168	0.07692307692307693                       2917           13736	0.17516363418002762
       183               14             169	0.07650273224043716                       2931           13905	0.1740912330719886
       184               18             166	0.09782608695652174                       2949           14071	0.17326674500587544
       185               16             169	0.08648648648648649                       2965           14240	0.17233362394652718
       186               13             173	0.06989247311827956                       2978           14413	0.17123799666494163
       187               13             174	0.06951871657754011                       2991           14587	0.17015587666401183
       188               16             172	0.0851063829787234                        3007           14759	0.16925588202183947
       189               13             176	0.06878306878306878                       3020           14935	0.16819827346143135
       190               18             172	0.09473684210526316                       3038           15107	0.16742904381372278
       191               15             176	0.07853403141361257                       3053           15283	0.16650305410122165
       192               20             172	0.10416666666666667                       3073           15455	0.16585708117443868
       193               11             182	0.05699481865284974                       3084           15637	0.16473478980823675
       194               12             182	0.061855670103092786                      3096           15819	0.16367961934972244
       195               12             183	0.06153846153846154                       3108           16002	0.16263736263736264
       196               14             182	0.07142857142857142                       3122           16184	0.16171138506163887
       197               12             185	0.06091370558375635                       3134           16369	0.1606932266830744
       198               14             184	0.0707070707070707                        3148           16553	0.15978884320592862
       199               14             185	0.07035175879396985                       3162           16738	0.15889447236180904
       200               18             182	0.09                                      3180           16920	0.1582089552238806
       201               11             190	0.05472636815920398                       3191           17110	0.1571843751539333
       202               14             188	0.06930693069306931                       3205           17298	0.156318587523777
       203               13             190	0.06403940886699508                       3218           17488	0.15541388969380857
       204               16             188	0.0784313725490196                        3234           17676	0.15466284074605452
       205               12             193	0.05853658536585366                       3246           17869	0.15372957613071275
       206               16             190	0.07766990291262135                       3262           18059	0.15299470006097274
       207               15             192	0.07246376811594203                       3277           18251	0.15222036417688592
       208               20             188	0.09615384615384616                       3297           18439	0.15168384247331615
       209               11             198	0.05263157894736842                       3308           18637	0.15074048758259284
       210               12             198	0.05714285714285714                       3320           18835	0.14985330625141052
       211               12             199	0.05687203791469194                       3332           19034	0.14897612447464903
       212               14             198	0.0660377358490566                        3346           19232	0.14819736026220215
       213               15             198	0.07042253521126761                       3361           19430	0.14747049273836163
       214               14             200	0.06542056074766354                       3375           19630	0.1467072375570528
       215               14             201	0.06511627906976744                       3389           19831	0.1459517657192076
       216               20             196	0.09259259259259259                       3409           20027	0.1454599761051374
       217                4             213	0.018433179723502304                      3413           20240	0.14429459265209488
       218               13             205	0.05963302752293578                       3426           20445	0.1435214276737464
       219               13             206	0.0593607305936073                        3439           20651	0.1427563304275633
       220               15             205	0.06818181818181818                       3454           20856	0.1420814479638009
       221               13             208	0.058823529411764705                      3467           21064	0.14133137662549428
       222               16             206	0.07207207207207207                       3483           21270	0.1407102169434008
       223               15             208	0.06726457399103139                       3498           21478	0.14005445227418323
       224               20             204	0.08928571428571429                       3518           21682	0.1396031746031746
       225               18             207	0.08                                      3536           21889	0.1390757128810226
       226               12             214	0.05309734513274336                       3548           22103	0.13831819422244745
       227               12             215	0.05286343612334802                       3560           22318	0.1375685910812273
       228               19             209	0.08333333333333333                       3579           22527	0.13709492070788323
       229               12             217	0.05240174672489083                       3591           22744	0.13635845832542245
       230               14             216	0.06086956521739131                       3605           22960	0.13570487483530963
       231               19             212	0.08225108225108226                       3624           23172	0.13524406627854904
       232               18             214	0.07758620689655173                       3642           23386	0.1347491490306349
       233               11             222	0.04721030042918455                       3653           23608	0.134000953743443
       234               19             215	0.0811965811965812                        3672           23823	0.13355155482815056
       235               13             222	0.05531914893617021                       3685           24045	0.13288856833754056
       236               15             221	0.0635593220338983                        3700           24266	0.13230351140670815
       237               12             225	0.05063291139240506                       3712           24491	0.13161720384356274
       238               15             223	0.06302521008403361                       3727           24714	0.1310432122639851
       239               14             225	0.058577405857740586                      3741           24939	0.13043933054393306
       240               19             221	0.07916666666666666                       3760           25160	0.13001383125864455
       241               10             231	0.04149377593360996                       3770           25391	0.12928226055347897
       242               12             230	0.049586776859504134                      3782           25621	0.12862633064653267
       243               16             227	0.06584362139917696                       3798           25848	0.1281117182756527
       244               13             231	0.05327868852459016                       3811           26079	0.12750083640013382
       245               12             233	0.04897959183673469                       3823           26312	0.12686245229799237
       246               14             232	0.056910569105691054                      3837           26544	0.1262960402883381
       247               14             233	0.05668016194331984                       3851           26777	0.12573462191458795
       248               17             231	0.06854838709677419                       3868           27008	0.1252752947272963
       249               12             237	0.04819277108433735                       3880           27245	0.12465863453815261
       250               13             237	0.052                                     3893           27482	0.1240796812749004
       251               12             239	0.04780876494023904                       3905           27721	0.12347435654208562
       252               14             238	0.05555555555555555                       3919           27959	0.12293744902440555
       253               12             241	0.04743083003952569                       3931           28200	0.12234290871743798
       254               14             240	0.05511811023622047                       3945           28440	0.12181565539601667
       255               12             243	0.047058823529411764                      3957           28683	0.12123161764705882
       256               18             238	0.0703125                                 3975           28921	0.12083535992217899
       257               10             247	0.038910505836575876                      3985           29168	0.1202002835339185
       258               11             247	0.04263565891472868                       3996           29415	0.11960132890365449
       259               11             248	0.04247104247104247                       4007           29663	0.11900801900801901
       260               13             247	0.05                                      4020           29910	0.1184792219274978
       261                9             252	0.034482758620689655                      4029           30162	0.11783802755110995
       262               13             249	0.04961832061068702                       4042           30411	0.1173192465097379
       263               13             250	0.049429657794676805                      4055           30661	0.11680493144371472
       264               17             247	0.06439393939393939                       4072           30908	0.11640937678673528
       265               11             254	0.04150943396226415                       4083           31162	0.11584621932188963
       266               12             254	0.045112781954887216                      4095           31416	0.1153163808397398
       267               12             255	0.0449438202247191                        4107           31671	0.11479121247694114
       268               14             254	0.05223880597014925                       4121           31925	0.11432613882261555
       269               12             257	0.04460966542750929                       4133           32182	0.11380972050117032
       270               14             256	0.05185185185185185                       4147           32438	0.11335246685800192
       271               14             257	0.05166051660516605                       4161           32695	0.11289884957673106
       272               18             254	0.0661764705882353                        4179           32949	0.11255656108597285
       273               10             263	0.03663003663003663                       4189           33212	0.1120023528782653
       274               11             263	0.040145985401459854                      4200           33475	0.11147976111479761
       275                4             271	0.014545454545454545                      4204           33746	0.11077733860342556
       276               13             263	0.04710144927536232                       4217           34009	0.11031758488986554
       277               11             266	0.039711191335740074                      4228           34275	0.10980962522400851
       278               13             265	0.046762589928057555                      4241           34540	0.10935767515020242
       279               13             266	0.04659498207885305                       4254           34806	0.10890937019969278
       280               17             263	0.060714285714285714                      4271           35069	0.10856634468734112
       281               11             270	0.03914590747330961                       4282           35339	0.10807400116100048
       282               12             270	0.0425531914893617                        4294           35609	0.10761095656968148
       283               12             271	0.04240282685512368                       4306           35880	0.10715174438859304
       284               14             270	0.04929577464788732                       4320           36150	0.1067457375833951
       285               12             273	0.042105263157894736                      4332           36423	0.1062937062937063
       286               13             273	0.045454545454545456                      4345           36696	0.10586974001608147
       287               14             273	0.04878048780487805                       4359           36969	0.1054732868757259
       288               17             271	0.059027777777777776                      4376           37240	0.1051518646674356
       289               10             279	0.03460207612456748                       4386           37519	0.10466531440162272
       290               11             279	0.03793103448275862                       4397           37798	0.10420665955681953
       291               11             280	0.037800687285223365                      4408           38078	0.10375182413030175
       292               13             279	0.04452054794520548                       4421           38357	0.10334751507784375
       293               11             282	0.03754266211604096                       4432           38639	0.1028998630168791
       294               13             281	0.04421768707482993                       4445           38920	0.10250201775625505
       295               13             282	0.04406779661016949                       4458           39202	0.10210719193770042
       296               16             280	0.05405405405405406                       4474           39482	0.10178360178360178
       297               11             286	0.037037037037037035                      4485           39768	0.10134906108060471
       298               12             286	0.040268456375838924                      4497           40054	0.10094049516284707
       299               12             287	0.04013377926421405                       4509           40341	0.1005351170568562
       300               14             286	0.04666666666666667                       4523           40627	0.10017718715393134
       301                6             295	0.019933554817275746                      4529           40922	0.09964577237024488
       302               14             288	0.046357615894039736                      4543           41210	0.09929403536380128
       303               14             289	0.0462046204620462                        4557           41499	0.09894476289734237
       304               17             287	0.05592105263157895                       4574           41786	0.09866264020707506
       305               10             295	0.03278688524590164                       4584           42081	0.09823207971713276
       306               10             296	0.032679738562091505                      4594           42377	0.09780502863468948
       307               11             296	0.035830618892508145                      4605           42673	0.09740259740259741
       308               13             295	0.04220779220779221                       4618           42968	0.09704534947253393
       309               11             298	0.03559870550161812                       4629           43266	0.09664891951143126
       310               12             298	0.03870967741935484                       4641           43564	0.09627631988382948
       311               13             298	0.04180064308681672                       4654           43862	0.09592711682743837
       312               16             296	0.05128205128205128                       4670           44158	0.0956418448431228
       313               11             302	0.03514376996805112                       4681           44460	0.09525650678659368
       314               12             302	0.03821656050955414                       4693           44762	0.09489434839753311
       315               12             303	0.0380952380952381                        4705           45065	0.09453486035764516
       316               14             302	0.04430379746835443                       4719           45367	0.09421794513436889
       317               12             305	0.03785488958990536                       4731           45672	0.09386346050830308
       318               14             304	0.0440251572327044                        4745           45976	0.0935509946570454
       319               14             305	0.0438871473354232                        4759           46281	0.09324059561128527
       320               18             302	0.05625                                   4777           46583	0.0930101246105919
       321                9             312	0.028037383177570093                      4786           46895	0.09260656721038679
       322               11             311	0.034161490683229816                      4797           47206	0.0922446781916428
       323               11             312	0.034055727554179564                      4808           47518	0.09188548713832512
       324               12             312	0.037037037037037035                      4820           47830	0.09154795821462489
       325                4             321	0.012307692307692308                      4824           48151	0.09106182161396885
       326                8             318	0.024539877300613498                      4832           48469	0.09065495956923886
       327                8             319	0.024464831804281346                      4840           48788	0.09025136122920863
       328               17             311	0.051829268292682924                      4857           49099	0.09001779227518719
       329               10             319	0.030395136778115502                      4867           49418	0.08965644284793221
       330                6             324	0.01818181818181818                       4873           49742	0.0892245720040282
       331                6             325	0.01812688821752266                       4879           50067	0.08879627270410949
       332               14             318	0.04216867469879518                       4893           50385	0.08851622707044393
       333               11             322	0.03303303303303303                       4904           50707	0.08818399237560914
       334               13             321	0.038922155688622756                      4917           51028	0.0878898918580749
       335               10             325	0.029850746268656716                      4927           51353	0.08754442075337597
       336               17             319	0.050595238095238096                      4944           51672	0.08732513777024163
       337               10             327	0.02967359050445104                       4954           51999	0.08698400435446772
       338               11             327	0.03254437869822485                       4965           52326	0.0866628266219825
       339               10             329	0.029498525073746312                      4975           52655	0.08632656602463995
       340               13             327	0.03823529411764706                       4988           52982	0.08604450577885113
       341                4             337	0.011730205278592375                      4992           53319	0.08560991922621804
       342               13             329	0.038011695906432746                      5005           53648	0.08533237856546128
       343               15             328	0.043731778425655975                      5020           53976	0.08509051461116007
       344               16             328	0.046511627906976744                      5036           54304	0.08486686889113583
       345               11             334	0.03188405797101449                       5047           54638	0.08456060986847616
       346               12             334	0.03468208092485549                       5059           54972	0.08427312555179824
       347               12             335	0.0345821325648415                        5071           55307	0.08398754513233297
       348               13             335	0.03735632183908046                       5084           55642	0.08372031749168396
       349               11             338	0.03151862464183381                       5095           55980	0.08342202210397053
       350               14             336	0.04                                      5109           56316	0.08317460317460318
       351               13             338	0.037037037037037035                      5122           56654	0.08291245791245791
       352               18             334	0.05113636363636364                       5140           56988	0.08273242338398146
       353               10             343	0.028328611898016998                      5150           57331	0.08242505721739408
       354               10             344	0.02824858757062147                       5160           57675	0.08211983767008833
       355               10             345	0.028169014084507043                      5170           58020	0.08181674315556259
       356               13             343	0.03651685393258427                       5183           58363	0.08156296226355711
